track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,decade,mood
Linger,The Cranberries,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707,4,50.63513,15,1990s,happy
The Note,Daryle Singletary,spotify:track:3f0Le90S1CWheOUhEWJ99D,0.338,0.551,10,-5.287,1,0.0297,0.327,0.0,0.152,0.382,168.54,202733,4,17.52823,11,1990s,fear
The Ballad Of Jayne,L.A. Guns,spotify:track:0gTEvnqaTPmrDvzbKZtQuw,0.474,0.369,6,-14.216,1,0.0296,0.0291,5.86e-05,0.128,0.156,61.207,274107,4,41.1811,10,1990s,sad
"D.Shostakovich. Comic Waltz from the music for the performance ""The Baroness and the Hooligan""",Dmitri Shostakovich,spotify:track:3Isu9AGQKSkSho5aP2VhEp,0.568,0.282,2,-15.441,1,0.0657,0.983,0.618,0.0902,0.605,106.451,141947,4,35.91654,7,1990s,happy
I Love You Always Forever,Donna Lewis,spotify:track:1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,4,39.67888,9,1990s,happy
At A Glance,AFI,spotify:track:5MeSzM4EpAT4tmnhDjeQVQ,0.278,0.975,5,-5.973,1,0.125,0.000771,0.00355,0.0888,0.368,82.716,240507,4,68.51507,7,1990s,happy
All Of My Days,Changing Faces (Featuring Jay-Z),spotify:track:1kOFpvRGPlwq0hSyyCD92E,0.745,0.612,6,-7.466,1,0.127,0.239,0.0,0.152,0.865,85.985,239453,4,17.68586,11,1990s,happy
Speed Games,Jan Cyrka,spotify:track:4VL4OahOOV1zy9kTUzHN2N,0.28,0.83,11,-11.128,0,0.0594,0.0624,0.916,0.409,0.449,75.119,115560,4,32.66886,7,1990s,surprise
Cowboy Take Me Away,Dixie Chicks,spotify:track:3rXCZRMiMZp0feGcYXpwYX,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267,4,24.23904,15,1990s,fear
More And More,Captain Hollywood Project,spotify:track:0JXXm3RqxU8EKzX4P8M0n3,0.661,0.847,7,-11.855,1,0.0349,0.225,0.835,0.0863,0.71,125.862,253573,4,32.54251,10,1990s,happy
Ride The Wind,Poison,spotify:track:5gpJr7OLgZWVYAyKWj0GuH,0.551,0.969,6,-2.41,1,0.0373,0.0727,7.55e-05,0.0991,0.431,136.507,231400,4,32.22769,8,1990s,angry
True Blue Love,Lou Gramm,spotify:track:0QUZYtRJ7dGe8fY9iuHd5E,0.634,0.784,1,-11.363,1,0.039,0.107,3.1e-05,0.208,0.654,119.067,298547,4,44.35691,10,1990s,surprise
Cumbia del Chinito,Super Grupo Colombia,spotify:track:4ev9qzG8hB6F8lcgoHovMI,0.719,0.623,7,-8.441,0,0.0863,0.559,0.0,0.0796,0.952,155.124,249591,4,38.7231,11,1990s,happy
Kisses In The Night,Brandon,spotify:track:0wGSi3ATuhhyIk6DiY5A37,0.555,0.561,7,-13.054,1,0.0357,0.332,1.02e-06,0.113,0.557,155.113,271813,4,30.98472,15,1990s,surprise
I Saw You Dancing,Yaki-Da,spotify:track:5FhRWxcqWIu3JoFS0kEPom,0.474,0.634,2,-8.471,0,0.0514,0.185,0.000118,0.067,0.353,184.208,225627,4,68.70673,9,1990s,fear
Billy B. Childish,Thee Headcoatees,spotify:track:3VnDG0aMv6Vq4Aa1YPLiKN,0.524,0.689,4,-4.737,1,0.0289,0.149,0.0,0.129,0.789,104.514,155000,4,39.37378,8,1990s,happy
Can't Get You Out Of My Mind,Lil Suzy,spotify:track:0dgVkWzPFSmEZbfPPcVsmo,0.863,0.68,6,-6.018,0,0.0642,0.0457,0.000476,0.0853,0.875,130.092,216067,4,18.00894,9,1990s,happy
Jealous,Gene Loves Jezebel,spotify:track:2B2LaSYqeSyLGgy6NRdXSQ,0.576,0.883,2,-7.321,1,0.0365,0.0121,2.15e-05,0.365,0.453,98.599,231533,4,58.45879,11,1990s,surprise
Margie,Chris Barber,spotify:track:7t8wQMAucnkArN3bIzionQ,0.669,0.627,3,-12.526,1,0.0487,0.357,0.902,0.0636,0.945,114.418,171907,4,69.13756,8,1990s,happy
Around The House,Herbert,spotify:track:3MqPytEvHGRpBmde9nxBDv,0.771,0.463,11,-24.196,0,0.0636,0.494,0.86,0.0607,0.922,120.819,274747,4,66.56208,11,1990s,happy
Reminisce,Mary J. Blige,spotify:track:0EWT5JnKOf6saRn4ASff3j,0.646,0.699,9,-8.122,0,0.0669,0.0397,3.15e-05,0.154,0.53,91.44,323133,4,33.19005,13,1990s,sad
"Dance, Puppet, Dance",Parachute Express,spotify:track:42Ij3PddvwNKnikUKUjdNV,0.552,0.301,5,-15.564,1,0.0446,0.759,0.0,0.173,0.664,117.524,164160,4,69.12502,5,1990s,happy
Never Lie,Immature,spotify:track:62utntNdsx80hraXA5ha0Q,0.701,0.393,9,-10.236,0,0.0299,0.605,3.41e-05,0.109,0.337,142.106,253190,4,27.83034,9,1990s,sad
Notorius,Rick Braun,spotify:track:0c9mwd9NAE1B59oEkVSooR,0.649,0.535,1,-8.276,0,0.0305,0.206,0.84,0.15,0.355,79.216,273113,4,27.2174,14,1990s,sad
Agujetas de Color de Rosa,Los Gibson Boys,spotify:track:0dhZ2Kiss42msLpaqPd2hK,0.593,0.659,9,-8.399,1,0.0412,0.864,0.0,0.449,0.961,85.749,143240,4,108.49858,4,1990s,happy
Sell Destruction,Doughnuts,spotify:track:2LgCf84tdWdSe40liG2E4K,0.411,0.715,9,-6.649,1,0.0914,0.131,0.0,0.192,0.532,151.449,181400,4,31.78422,10,1990s,surprise
"You Don't Love Me (No, No, No)",Dawn Penn,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,277893,4,36.04817,13,1990s,happy
Too Marvelous For Words,Jo Stafford,spotify:track:3iajtVEU2SduMdQ6eEsS3H,0.258,0.183,5,-12.108,0,0.0358,0.923,2.58e-06,0.326,0.333,87.693,196827,4,31.79917,12,1990s,sad
Jag har också haft en mor,Jan Johansson,spotify:track:5kWG3aIbpPbAHk50AErphf,0.498,0.156,0,-22.108,1,0.0357,0.507,3.63e-05,0.111,0.343,130.395,157307,3,26.22892,9,1990s,happy
Quality Time,Hi-Five,spotify:track:5O2eGBugaBlEDpWP5tPs2L,0.644,0.674,6,-6.998,1,0.0345,0.0761,0.0,0.0659,0.656,155.907,283067,4,64.66032,10,1990s,fear
What Kind Of Man Would I Be?,Chicago,spotify:track:3oCUfoqrkQiapnJk7UL8IE,0.358,0.774,0,-6.825,1,0.0362,0.157,0.0,0.182,0.301,176.116,253760,4,24.65363,11,1990s,fear
Punk Rock Ist Nicht Tot,Thee Headcoats,spotify:track:7y5rfK0JYN0ENqa8Js6ngj,0.594,0.805,1,-9.91,0,0.0791,0.799,0.0038,0.311,0.496,118.047,157707,4,83.22014,7,1990s,surprise
Hero,Mariah Carey,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,257733,4,36.66103,11,1990s,sad
Toreador,Apocalyptica,spotify:track:61lyjzVzppF7xJXASDhki5,0.319,0.516,2,-7.074,1,0.0347,0.0178,0.913,0.259,0.505,128.109,262200,4,43.5274,12,1990s,happy
Milonga en re,Gidon Kremer,spotify:track:0cExVeGtm2tR3tXZqcSw4L,0.146,0.064,2,-24.304,0,0.0409,0.95,0.452,0.116,0.0639,91.479,265800,4,58.26969,14,1990s,sad
Never Gonna Let You Down,Surface,spotify:track:4V0s4tCAluvZWPEAIodihi,0.56,0.363,3,-11.9,1,0.0307,0.55,0.0,0.205,0.186,124.45,227227,4,28.10173,9,1990s,sad
Can't Cry Hard Enough,The Williams Brothers,spotify:track:4c8jWog32ctnWEuonvOy7j,0.444,0.199,0,-14.508,1,0.0266,0.239,0.0,0.116,0.32,85.904,191960,4,30.31582,11,1990s,happy
Dor Daedeloth,Summoning,spotify:track:2biSTF03VdD4Ys3SN2G6dG,0.353,0.834,0,-7.566,0,0.0517,0.00457,0.935,0.31,0.153,101.037,615760,4,81.11309,15,1990s,sad
Don't Let The Sun Go Down On Me,George Michael/Elton John,spotify:track:11FcfHd3SOmmrWJPGe7Y30,0.424,0.446,0,-8.526,1,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,336733,4,35.34507,13,1990s,happy
Phanta,Le Tigre,spotify:track:44aFbBHxgBNIruCXNGnOZ6,0.55,0.898,7,-3.994,1,0.195,0.271,0.00464,0.285,0.616,160.112,194600,4,43.76593,9,1990s,surprise
You Only Have To Say You Love Me,Hannah Jones,spotify:track:1JcYTWaAhQ4F8zqIuaApiD,0.629,0.969,0,-6.738,1,0.0408,0.00185,1.58e-06,0.0816,0.617,128.029,220547,4,51.5295,11,1990s,surprise
Kitty Kitty,69 Boyz,spotify:track:4n8d6mjEugRMTBI7mjiHIY,0.777,0.901,11,-10.789,0,0.168,0.00106,0.0,0.428,0.577,133.011,248133,4,24.17728,15,1990s,surprise
Requebra - Ao vivo,Olodum,spotify:track:2gVRDshVuLTKslwTequSO1,0.497,0.948,7,-6.712,1,0.115,0.0763,1.24e-05,0.879,0.743,87.595,286680,4,24.36809,9,1990s,happy
Jazz Carnival,Azymuth,spotify:track:7vnLygzfWcST1mWoVVAOG5,0.595,0.558,5,-17.964,1,0.0447,0.00895,0.887,0.293,0.55,125.976,536667,4,43.40111,21,1990s,happy
I Don't Wanna Hear It,88 Fingers Louie,spotify:track:3KAZQgYWJPHlIxNXpLDfGF,0.373,0.862,11,-14.817,0,0.0492,5.7e-05,0.0,0.0823,0.457,94.713,79187,4,45.51755,3,1990s,surprise
Movin' On,CeCe Peniston,spotify:track:79yf0zbMB74hJT8xjzixuX,0.726,0.694,0,-8.098,1,0.0281,0.0646,0.0,0.0977,0.843,95.779,227240,4,86.43734,9,1990s,happy
Leaving Las Vegas,Sheryl Crow,spotify:track:6MWJy3DXI0Je49FW3gDpLp,0.675,0.548,2,-9.922,1,0.0351,0.103,3.5e-05,0.0528,0.851,80.842,309200,4,27.70673,12,1990s,happy
Ska Sucks,Propagandhi,spotify:track:4gdSdHaWph7PnClBXL357S,0.416,0.89,2,-5.052,1,0.0722,0.00879,0.000935,0.0519,0.847,148.076,110867,4,35.91203,6,1990s,happy
In My Arms,Erasure,spotify:track:0XQ2zh1QCQm9pjBLve6BFT,0.591,0.911,2,-5.65,1,0.0407,0.122,0.000575,0.391,0.438,99.992,216200,4,41.58986,8,1990s,surprise
Floorshow,Sisters of Mercy,spotify:track:3PG8tlYguBazRvFEvRjBvX,0.594,0.866,4,-7.94,0,0.0689,0.000596,0.843,0.117,0.431,104.387,220630,4,28.39557,12,1990s,surprise
There You Are,Sam Salter,spotify:track:29o8jhM7RbYzaSOV13ISGA,0.63,0.52,11,-8.162,0,0.0289,0.257,0.0,0.0577,0.375,137.792,258400,4,38.0409,11,1990s,sad
"Carmen Fantasy, Op.25: 1. Moderato",Pablo de Sarasate,spotify:track:6dNQg7D5ji0vGOXrIp8VEN,0.513,0.148,2,-19.51,1,0.0822,0.829,0.0116,0.281,0.562,99.423,146800,4,35.75997,6,1990s,happy
Enjoy The Silence,Depeche Mode,spotify:track:1YwNlWLf8auhazSQUDQLFU,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,257333,4,26.40994,13,1990s,happy
Mystic Voyage,Roy Ayers,spotify:track:7jFpUEw5rRjSfoUBC6kwWw,0.507,0.609,9,-13.766,0,0.0328,0.226,0.102,0.108,0.79,93.452,222000,4,30.6067,10,1990s,happy
The Devil Came Up To Michigan,K.M.C. KRU,spotify:track:1wXszVOwKdfIafYTnHSkHv,0.86,0.636,2,-15.511,1,0.145,0.172,4.9e-05,0.368,0.842,128.012,226933,4,71.69762,10,1990s,happy
Everybody Hurts,R.E.M.,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,3,70.00146,10,1990s,sad
Basil's Kite,Cap'n Jazz,spotify:track:39wTY67FQ9UBbhXJMECw89,0.258,0.825,4,-6.065,1,0.035,0.0301,0.067,0.0725,0.318,107.92,156067,4,49.14763,6,1990s,happy
I Can Be Your Friend,VeggieTales,spotify:track:7LEMarOitZtIskRnm4CRRB,0.734,0.654,3,-6.41,1,0.313,0.641,0.0,0.127,0.78,142.015,85907,4,26.31818,6,1990s,happy
Japan,Pharoah Sanders,spotify:track:4s3AfSJ2hM9Mhd3JGwsZGU,0.595,0.148,4,-18.873,1,0.0304,0.264,0.0,0.0735,0.681,142.932,206200,4,39.76319,9,1990s,surprise
Another Sleepless Night,Shawn Christopher,spotify:track:39R1pTwk5ZlwJ4FejUxhre,0.738,0.692,9,-12.935,1,0.0475,4.28e-05,0.0395,0.268,0.353,121.764,424413,4,30.68151,13,1990s,happy
Por Ti,Luis Miguel,spotify:track:58jGNFV2qQe7B6SpD4FNcq,0.6,0.653,4,-5.452,0,0.0245,0.411,0.0,0.152,0.435,101.456,226306,4,39.56986,12,1990s,sad
Sometimes,The Brand New Heavies,spotify:track:5RnLNOSL1nkBzil8mVM10o,0.784,0.677,9,-6.389,0,0.0323,0.0239,0.0,0.0883,0.691,96.916,286000,4,53.52722,10,1990s,happy
Folk Song Arrangements: Quand J'étais Chez Mon Père,Benjamin Britten,spotify:track:0GIDfLqb2pPV7kn2QuPmMO,0.311,0.0318,7,-25.93,1,0.0471,0.993,0.689,0.0818,0.359,181.07,109400,3,19.68762,7,1990s,sad
"12 Morceaux, Op. 40 (arr. T. Nachez): Souvenir de Hapsal, Op. 2: No. 2. Chanson triste (arr. T. Nachez)",Pyotr Ilyich Tchaikovsky,spotify:track:2IntoDVd1B0ZjCtLYKzJxN,0.272,0.112,7,-22.822,0,0.0424,0.911,0.0689,0.134,0.126,97.922,169000,4,37.55582,8,1990s,sad
Notations: 12. Lent - Puissant et âpre,Pierre Boulez,spotify:track:3AKtQu306UwKambyAgIeBz,0.667,0.00423,11,-19.003,1,0.0861,0.831,0.907,0.0847,0.0,111.69,68307,4,24.29363,4,1990s,sad
Cómo Te Voy A Olvidar,Los Angeles Azules,spotify:track:51dNexiESqcJLsGLrmg1Nv,0.672,0.453,11,-7.896,0,0.0557,0.269,2.44e-06,0.138,0.674,83.123,267827,4,37.06705,12,1990s,sad
U Don't Hear Me Tho',Rodney O & Joe Cooley,spotify:track:4v2cz9dgb0RP7guR0nPkBv,0.921,0.887,1,-6.271,1,0.135,0.234,0.0,0.096,0.694,107.18,219200,4,18.14901,12,1990s,happy
Dre Day,Dr. Dre,spotify:track:2swCZgyEIdacDpUNcSQMQI,0.466,0.828,2,-4.289,0,0.24,0.0642,0.0,0.04,0.74,194.186,264840,4,29.34698,10,1990s,angry
Heavy Metal Thunder,Agent Steel,spotify:track:72SUfvoRBCr3RbngIPCkzL,0.327,0.908,10,-5.586,0,0.0693,9.82e-06,0.0,0.0518,0.165,98.924,210973,4,19.40086,13,1990s,sad
Never Stop,The Brand New Heavies Featuring N'Dea Davenport,spotify:track:4kJsd28kYN9n6X87Duf9Zp,0.703,0.799,4,-10.27,1,0.0688,0.00311,0.000749,0.0683,0.756,101.42,253333,4,58.26466,9,1990s,happy
Freek'n You,Jodeci,spotify:track:43sNw9nvGYGLYnNiwI8oMZ,0.709,0.52,5,-9.365,0,0.0301,0.0682,0.0,0.0629,0.453,134.173,379240,4,27.59111,14,1990s,happy
Soul on Soul,Rick Braun,spotify:track:5zZGgdoJS9DtvbRrb97e0J,0.686,0.393,9,-10.809,1,0.049,0.58,9.99e-05,0.0827,0.566,76.007,318067,4,27.08438,15,1990s,happy
Deeper And Deeper,Madonna,spotify:track:6KU8g98m1tcrUXRNjPQeOI,0.659,0.818,7,-7.09,0,0.0265,0.00601,0.299,0.336,0.39,119.943,333467,4,32.71533,18,1990s,sad
There's No Other Way,Blur,spotify:track:7qk4uPeLpaKhp8lwas1sBb,0.575,0.937,2,-5.858,1,0.0496,0.0563,1.06e-05,0.178,0.634,112.045,204867,4,27.56935,9,1990s,surprise
What will they say about me?,The Quakes,spotify:track:6Go2qSMfbwhHG2z1PJDIwr,0.374,0.797,11,-11.529,0,0.0462,0.000951,0.00355,0.0646,0.776,166.827,243867,4,25.59843,9,1990s,surprise
Valentines Day,Angry Johnny and the Killbillies,spotify:track:5tKKQb6OdbjhmqYvAforn0,0.6,0.745,7,-11.398,1,0.0629,0.0117,1.47e-05,0.0855,0.697,132.511,268280,4,30.68129,14,1990s,surprise
No One Else On Earth,Wynonna,spotify:track:52PGtJuGEFNVOnRdLac1Av,0.775,0.861,0,-7.113,1,0.0295,0.188,4.2e-06,0.199,0.964,98.649,255400,4,26.19392,12,1990s,happy
"Ya, Ya, Ya, Ya",The Mr. T Experience,spotify:track:14qTU7HQFYLlsEpy6fdBB1,0.468,0.927,6,-7.211,0,0.039,1.11e-05,0.592,0.308,0.507,99.967,103493,4,16.13068,3,1990s,surprise
Punk Rock Girl,The Dead Milkmen,spotify:track:68oq778Oz4cLuI1vf6RkKN,0.559,0.877,2,-5.728,0,0.0463,0.00656,0.0,0.382,0.884,129.449,158840,4,38.97472,8,1990s,happy
Sweet Lorraine,Nat King Cole Trio,spotify:track:5S5DrBNFk54Yj7P8lKLgUX,0.544,0.0502,0,-19.211,1,0.081,0.975,0.000275,0.12,0.404,85.838,190227,4,24.79521,11,1990s,happy
All True Man,Alexander O'Neal,spotify:track:6nhCjIwKCpZCol6O4ciUTu,0.761,0.702,7,-8.523,1,0.0389,0.108,3.13e-05,0.0935,0.85,104.773,304427,4,41.31394,14,1990s,happy
Step On,Happy Mondays,spotify:track:4gAU0cHQJFxj1n2ZDiEIzG,0.595,0.889,7,-7.163,1,0.0332,1.12e-05,0.551,0.118,0.45,105.153,318507,4,32.13214,11,1990s,surprise
Frage,Rune Lindblad,spotify:track:0kybyOHyhHyzix0UpqdaWo,0.338,0.0732,1,-27.491,1,0.215,0.468,0.882,0.312,0.0397,175.863,389507,3,38.03177,13,1990s,sad
Love No Limit,Mary J. Blige,spotify:track:7gEGhEb1VcCeC6lJWnjI9Z,0.558,0.695,11,-7.853,0,0.04,0.165,0.0017,0.216,0.621,169.564,299627,4,26.60832,14,1990s,fear
Legend of the Martial Artist,Yoshihisa Hirano,spotify:track:7rdrEpwnH1KzCsbiBUxPYf,0.358,0.732,4,-9.539,0,0.0825,0.019,0.121,0.329,0.167,87.841,74813,4,45.53344,4,1990s,sad
Fly High Michelle,Enuff Z'Nuff,spotify:track:4p8trGdKs5rKByysqAd16f,0.234,0.883,2,-3.818,1,0.0466,0.0741,0.0,0.308,0.491,175.893,230827,4,46.41932,8,1990s,surprise
Stay,Jodeci,spotify:track:0JukF7Yf5qF10ntu6lpJ5I,0.657,0.369,7,-13.153,0,0.037,0.0706,0.0,0.494,0.619,129.965,312040,4,38.00871,10,1990s,sad
No One Gets Out Alive,Kickback,spotify:track:4YoaydGlOPFfMznNAgchuD,0.265,0.91,9,-6.204,1,0.0534,3.93e-06,0.00765,0.33,0.234,146.612,278800,4,115.03823,7,1990s,angry
Feel The Groove,Cartouche,spotify:track:2XvJmJxWvSyf969vgrILy6,0.792,0.873,8,-11.034,0,0.0627,0.000429,0.39,0.183,0.667,123.019,340000,4,40.61365,17,1990s,surprise
Though I Feel Alone (Psalm 63) [Remastered 2017],Enter The Worship Circle,spotify:track:7tw5gWbqjg9c42k05nIxb0,0.35,0.3,9,-10.479,1,0.0342,0.351,1.35e-05,0.0933,0.186,95.583,270600,4,30.66723,14,1990s,sad
Sixty Sixty,Faust,spotify:track:7wRT5XGxB7Hp0X6gXBMUIK,0.719,0.487,2,-14.356,1,0.0612,0.107,0.0385,0.11,0.41,120.067,172453,4,31.04279,9,1990s,happy
So Close,Dina Carroll,spotify:track:7c51mPqkeaO44KJjVuBG5J,0.459,0.4,0,-14.482,1,0.0304,0.285,0.0,0.108,0.252,174.716,293533,3,21.35636,13,1990s,fear
Loungin,LL Cool J,spotify:track:0UN5OvKlbg06LnZyVk48ll,0.817,0.584,7,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947,229373,4,27.84491,9,1990s,happy
We Still Have (The Music),Herbert,spotify:track:5eQUospHouUYYX5SaEyJxE,0.836,0.21,2,-25.264,1,0.277,0.0116,0.894,0.0723,0.401,121.582,388853,4,31.80625,21,1990s,happy
Never A Time,Genesis,spotify:track:39GQI777IY2AxHtx36x7qS,0.573,0.526,0,-8.273,1,0.0253,0.514,0.0148,0.35,0.291,76.977,230160,4,55.22865,11,1990s,fear
Happy Cycling,Boards of Canada,spotify:track:6G4Iu30Hp9SHWQ1k2Fow7i,0.913,0.429,5,-13.764,0,0.133,0.00629,0.868,0.0791,0.428,100.01,472520,4,90.8387,13,1990s,happy
"The Downeaster ""Alexa""",Billy Joel,spotify:track:39cFQHfY6tsdMRmSbFse3X,0.457,0.808,9,-5.914,0,0.0349,0.11,0.0,0.127,0.681,89.893,223267,4,22.7912,13,1990s,surprise
Refuse / Resist,Apocalyptica,spotify:track:2KPO0BI017sMTEaQWOwKVc,0.33,0.825,9,-6.247,1,0.0409,0.00448,0.885,0.379,0.771,116.031,193107,4,26.08585,11,1990s,happy
Chapel of Rest,Dick Walter,spotify:track:6zZR2WYfE4IGcJN8UnJHAt,0.204,0.0467,3,-18.001,1,0.0399,0.393,0.782,0.112,0.0397,80.421,157027,4,47.56861,8,1990s,sad
Old Ground Hog,Mike Seeger,spotify:track:73g1W99ON9Q72ikCAXT7Gj,0.809,0.194,1,-14.394,1,0.0382,0.923,0.0,0.111,0.67,87.493,160160,4,34.82298,8,1990s,happy
Star Fruits Surf Rider,Cornelius,spotify:track:0ndG85wnRh0q02oRRM81ZT,0.537,0.864,11,-6.203,0,0.0667,0.00631,0.302,0.34,0.414,160.039,347760,4,48.04148,13,1990s,surprise
Nil,Abdu Dagir,spotify:track:0sKWGtmYEItVBiRg2c3qPb,0.324,0.305,10,-22.556,1,0.112,0.907,0.0967,0.788,0.195,113.436,842760,4,78.80934,26,1990s,sad
Blues För Paranoia,Big Fish,spotify:track:1Hkf5r6SVutiYbRWeNy2wx,0.588,0.719,11,-8.99,0,0.06,0.00257,0.0,0.129,0.836,168.641,204893,4,17.62387,13,1990s,fear
Fire,Subway,spotify:track:7hdwYE7yy4a5JHAKHtBDuG,0.41,0.688,9,-12.222,0,0.0379,0.000136,0.000111,0.0543,0.651,156.26,271973,4,59.92133,11,1990s,surprise
Not Tonight,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",spotify:track:42OhQBFNIbMyxRGxyPOvQA,0.854,0.602,6,-10.162,0,0.32,0.0689,0.0,0.292,0.592,99.429,252520,4,59.20272,11,1990s,happy
Skaparate nacional,Celtas Cortos,spotify:track:5tAQTr1VokSTk5Kpuvj18O,0.543,0.961,2,-4.132,1,0.172,0.211,0.0,0.328,0.676,166.079,182267,4,83.11365,8,1990s,surprise
Magalenha,Sérgio Mendes,spotify:track:60ji00aSJqv0njEk9RI2LD,0.82,0.633,9,-13.816,1,0.0745,0.129,0.0,0.0972,0.716,116.622,216933,4,26.73666,7,1990s,happy
A Dreams A Dream,Soul II Soul,spotify:track:6SGOR8yLKOxa6sB9p7mQPr,0.711,0.652,6,-13.49,0,0.0447,0.0269,0.00335,0.0565,0.544,103.258,338867,4,39.12607,13,1990s,happy
Smoke Stack - Alternate Take,Johnny Griffin,spotify:track:0t5SjFlSQSUh6K0fdHXQhL,0.497,0.787,5,-6.352,1,0.0602,0.576,0.000524,0.129,0.822,110.669,660120,4,23.8751,32,1990s,happy
Mishale,Andru Donalds,spotify:track:6byGncpFasBdOu9N4SoGdq,0.604,0.786,10,-5.643,0,0.0741,0.0187,1.04e-05,0.0704,0.795,176.043,241467,4,21.05753,14,1990s,fear
Chorus,Erasure,spotify:track:6gGie940lliTLLt85tZPp7,0.613,0.655,5,-12.989,1,0.0302,0.209,0.000754,0.171,0.69,129.906,266267,4,59.78093,10,1990s,happy
Asphyxiate,Genitorturers,spotify:track:1SWrCAZ5C68jOtjmwvBu9B,0.508,0.636,11,-9.037,0,0.0511,0.0511,0.294,0.185,0.335,82.221,291600,4,94.20387,8,1990s,sad
Not A Dry Eye In The House,Meat Loaf,spotify:track:1t4DCqjSKQpCtO0CAW72XY,0.584,0.562,4,-9.003,1,0.0271,0.623,0.0,0.0999,0.368,92.665,354333,4,65.20104,13,1990s,happy
Fissures,By The Grace Of God,spotify:track:0zqQ77x8mOml24mX2AinSv,0.274,0.778,4,-11.442,0,0.0859,7.64e-06,0.000967,0.226,0.235,131.451,157867,4,68.59293,5,1990s,sad
Can Y Medd,Dafydd Iwan,spotify:track:6PnvLJP3Ipvsr31vmu7RLp,0.56,0.383,0,-10.297,1,0.0277,0.702,8.03e-06,0.102,0.693,126.166,153893,4,22.20374,9,1990s,happy
Punk,Los Planetas,spotify:track:1nzbnjPMFuN28jHb4nbeIs,0.312,0.871,11,-9.353,0,0.0731,0.039,0.0195,0.176,0.589,59.694,88400,4,47.20439,4,1990s,surprise
You Can Do It (If You Really Try),Pokémon,spotify:track:5RHtvwwRPNjZMYJhCw8rap,0.607,0.461,9,-7.759,0,0.0284,0.576,2e-06,0.187,0.383,119.949,189653,4,35.16838,7,1990s,sad
Corrido Del Primo,Valentín Elizalde,spotify:track:1WvS0lB5kwhVFe71ufSOYJ,0.51,0.34,5,-7.551,1,0.0813,0.484,0.0,0.197,0.972,203.338,191000,3,44.12867,9,1990s,happy
To Love Somebody,Michael Bolton,spotify:track:4ye6YRG07XMpZZ9Y9tNTt6,0.367,0.353,11,-11.786,1,0.0288,0.335,0.0,0.1,0.282,74.103,247973,4,48.46113,9,1990s,sad
Over the Edge,Integrity,spotify:track:5qf52bfRAA1tHCjKCvSBRA,0.333,0.621,6,-10.658,0,0.0679,0.451,0.824,0.495,0.777,118.076,78533,4,39.47633,5,1990s,happy
You Can't Get Away,Shana,spotify:track:5qkT7HSVN1l19cyjoP5huG,0.637,0.858,9,-13.407,0,0.0363,0.189,5.98e-05,0.432,0.943,114.036,253907,4,44.95503,11,1990s,happy
Back To The World,Tevin Campbell,spotify:track:5yZ0CBNf1dFHVpFFfxrLbj,0.73,0.654,4,-9.307,1,0.0634,0.0383,0.000264,0.0867,0.203,95.104,299630,4,39.41901,11,1990s,happy
Palabra De Honor,Luis Miguel,spotify:track:4NyWhaIqZ1F7VarBalMyg2,0.486,0.663,7,-6.28,1,0.0346,0.443,0.0,0.0984,0.332,79.901,218952,4,16.03178,9,1990s,happy
Twin Guitar Boogie,Bob Wills & His Texas Playboys,spotify:track:6EeXD0PUM9YDDDXKsKBTCk,0.593,0.171,0,-17.747,0,0.0517,0.987,0.694,0.108,0.785,199.804,161427,4,69.56678,6,1990s,sad
Moan & Groan,Mark Morrison,spotify:track:6hxK603i8PoKCsGwnvLOeD,0.68,0.394,6,-11.833,0,0.0391,0.114,0.00145,0.0938,0.375,141.504,330200,4,52.48708,13,1990s,sad
Lonely And Gone,Montgomery Gentry,spotify:track:3DZ9lFH4NBO4FjRJAnQYef,0.531,0.696,4,-6.729,1,0.0258,0.15,0.00016,0.36,0.488,163.912,199599,4,35.95512,12,1990s,fear
I Got A Man,Positive K,spotify:track:4iAYo83eWlktjw97oebIal,0.812,0.753,7,-13.252,1,0.118,0.0774,0.0,0.341,0.787,103.754,232773,4,31.64807,9,1990s,happy
