name,artist,spotify_id,tags,genre,year,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_track_url
April Fools and Eggmen,Fair to Midland,1Jn7GvaJF0igKJXwJiiJ9a,"progressive_rock, progressive_metal",Rock,2007,195760,0.481,0.85,-4.644,0.0509,0.00131,0.0,0.211,0.41,110.157,https://open.spotify.com/track/1Jn7GvaJF0igKJXwJiiJ9a
Naked Sun,...And You Will Know Us by the Trail of Dead,3iXyNIH1O5bSBGynlLv3dU,"rock, alternative, indie, progressive_rock, blues",Rock,2006,363066,0.476,0.673,-3.936,0.0346,0.0354,0.0016,0.0948,0.346,107.493,https://open.spotify.com/track/3iXyNIH1O5bSBGynlLv3dU
A Lotus on Irish Streams,Mahavishnu Orchestra,3MONhtF4kE3j4U92ZjwjvP,"jazz, progressive_rock",Jazz,1971,339373,0.262,0.291,-16.143,0.0399,0.958,0.832,0.132,0.163,83.036,https://open.spotify.com/track/3MONhtF4kE3j4U92ZjwjvP
Wild Wind,Black Mountain,7HRHJjBxeu1oVtRh0hSXX1,"rock, alternative_rock, hard_rock, progressive_rock, psychedelic_rock",Country,2008,102506,0.6,0.327,-9.798,0.0599,0.0455,0.0221,0.116,0.435,57.02,https://open.spotify.com/track/7HRHJjBxeu1oVtRh0hSXX1
Tank,"Emerson, Lake & Palmer",06PFZZbxyMKICaTdIfxue7,progressive_rock,Rock,1970,406293,0.396,0.637,-12.805,0.083,0.0201,0.883,0.454,0.371,169.062,https://open.spotify.com/track/06PFZZbxyMKICaTdIfxue7
On With The Show,The Rolling Stones,10jO24twfugMhwhHnMzGSj,"classic_rock, progressive_rock, psychedelic, 60s, psychedelic_rock, cover",unknown,1967,219226,0.5,0.848,-11.172,0.237,0.695,9.66e-06,0.465,0.621,114.202,https://open.spotify.com/track/10jO24twfugMhwhHnMzGSj
Hammer Horror,Kate Bush,1OeyUaxsSWYqJEzH81X3ue,"rock, alternative, female_vocalists, progressive_rock, 70s",Rock,1978,279466,0.374,0.331,-11.334,0.0422,0.767,0.00199,0.136,0.211,117.014,https://open.spotify.com/track/1OeyUaxsSWYqJEzH81X3ue
Hyperactive,Riverside,1fT1GXTkP5dDfCFtTambSf,"progressive_rock, progressive_metal",unknown,2010,345813,0.305,0.872,-6.974,0.0569,0.00125,0.0164,0.142,0.191,134.98,https://open.spotify.com/track/1fT1GXTkP5dDfCFtTambSf
Aerial,Kate Bush,5BI5z3RsIfFxfoUrnf3CVc,"rock, pop, female_vocalists, singer_songwriter, progressive_rock",unknown,2005,472880,0.666,0.244,-16.389,0.0693,0.241,0.2,0.16,0.173,114.732,https://open.spotify.com/track/5BI5z3RsIfFxfoUrnf3CVc
Fear Is A Man's Best Friend,John Cale,0EMSw9xHeTW5oVgeE35v0m,"rock, experimental, progressive_rock, 70s, beautiful",unknown,1996,233000,0.688,0.493,-12.921,0.0373,0.72,0.00233,0.0607,0.687,109.118,https://open.spotify.com/track/0EMSw9xHeTW5oVgeE35v0m
Troubles,The Beta Band,0L887j7CwJ2LepMauAjRlt,"rock, alternative, indie, progressive_rock",RnB,2011,152773,0.541,0.318,-9.367,0.0307,0.931,0.804,0.147,0.0395,75.366,https://open.spotify.com/track/0L887j7CwJ2LepMauAjRlt
Toccata,"Emerson, Lake & Palmer",0eLxFrSJBzK4AZsMtPAz3p,progressive_rock,unknown,1973,442666,0.424,0.771,-10.607,0.103,0.032,0.763,0.0888,0.205,111.568,https://open.spotify.com/track/0eLxFrSJBzK4AZsMtPAz3p
Ripples,Genesis,7DwXVzYDo6GNSiEw3GGC1M,progressive_rock,unknown,1976,486026,0.276,0.189,-17.064,0.0309,0.148,0.00233,0.0987,0.121,138.684,https://open.spotify.com/track/7DwXVzYDo6GNSiEw3GGC1M
Chewbacca,Liquid Tension Experiment,0yczlTsXtcV2zSVpSveVfn,"instrumental, progressive_rock, progressive_metal",unknown,1999,815533,0.434,0.644,-9.447,0.0545,0.00504,0.869,0.154,0.356,109.442,https://open.spotify.com/track/0yczlTsXtcV2zSVpSveVfn
Tall Tales Taste Like Sour Grapes,Fair to Midland,1D0YcUnN3lA4IHYScyQZQG,"alternative, progressive_rock, progressive_metal, nu_metal",Rock,2007,242373,0.229,0.722,-5.478,0.0446,0.000193,0.0,0.13,0.182,104.909,https://open.spotify.com/track/1D0YcUnN3lA4IHYScyQZQG
Secret World,Peter Gabriel,0AdbdFoAAXQWYMn0XnoZFL,"rock, progressive_rock",unknown,1992,420933,0.622,0.628,-11.329,0.0657,0.493,0.00783,0.0978,0.225,114.821,https://open.spotify.com/track/0AdbdFoAAXQWYMn0XnoZFL
Enemy Within,Arch Enemy,0a0XAksp8leMZUcr13gByY,"death_metal, melodic_death_metal",unknown,2001,261720,0.41,0.993,-6.249,0.179,0.00026,0.0587,0.065,0.0487,143.204,https://open.spotify.com/track/0a0XAksp8leMZUcr13gByY
To Sirius,Gojira,1BcuFfskHNf1WvqpyCs4wT,"metal, death_metal, thrash_metal, progressive_metal, french",Metal,2005,337840,0.245,0.996,-3.259,0.283,3.45e-06,0.00962,0.228,0.0366,134.698,https://open.spotify.com/track/1BcuFfskHNf1WvqpyCs4wT
The Hive,In Flames,0gSPIaV5tTgcdFDVDURdGP,"death_metal, melodic_death_metal",unknown,1997,244706,0.33,0.988,-4.95,0.129,1.93e-05,0.854,0.316,0.261,175.976,https://open.spotify.com/track/0gSPIaV5tTgcdFDVDURdGP
Winter Madness,Wintersun,1f0BnZxneINq6AFx5YfSkO,"death_metal, melodic_death_metal, power_metal",Metal,2014,307080,0.423,0.934,-6.372,0.0714,2.44e-06,0.0364,0.273,0.329,104.896,https://open.spotify.com/track/1f0BnZxneINq6AFx5YfSkO
Black Winter Day,Amorphis,088X2fYyYKO42JZWMEHeij,"death_metal, progressive_metal, melodic_death_metal, doom_metal",Metal,2010,235079,0.364,0.855,-4.532,0.041,0.000106,0.0107,0.157,0.509,140.054,https://open.spotify.com/track/088X2fYyYKO42JZWMEHeij
Master's Apprentices,Opeth,0DYyI6lMlN02MdfHlFJ9UC,"death_metal, progressive_metal, melodic_death_metal, swedish",Metal,2014,629586,0.466,0.95,-4.329,0.0397,0.000189,0.454,0.0887,0.315,93.535,https://open.spotify.com/track/0DYyI6lMlN02MdfHlFJ9UC
Insipid 2000,In Flames,1piiGznhL9wBkzpmp2Ivzj,"death_metal, melodic_death_metal",Metal,1999,225293,0.443,0.976,-5.258,0.0735,5.41e-06,0.849,0.217,0.64,112.462,https://open.spotify.com/track/1piiGznhL9wBkzpmp2Ivzj
Behind Space '99,In Flames,0GBgE1UzEfeh7TxufPPfD5,"death_metal, melodic_death_metal",Metal,1999,238600,0.228,0.983,-4.912,0.187,3.12e-05,0.702,0.0685,0.269,143.206,https://open.spotify.com/track/0GBgE1UzEfeh7TxufPPfD5
Indictment,All That Remains,2FWLDHqrxIt0ODw112ODg1,"death_metal, hardcore, metalcore, melodic_death_metal",Punk,2007,257613,0.233,0.975,-7.484,0.11,0.00534,0.00154,0.987,0.136,101.762,https://open.spotify.com/track/2FWLDHqrxIt0ODw112ODg1
Immortal Rites,Morbid Angel,1qm34X4JEyzvxg1k6m5pEx,death_metal,unknown,1989,243520,0.19,0.934,-7.796,0.0561,8.08e-06,0.107,0.399,0.36,98.355,https://open.spotify.com/track/1qm34X4JEyzvxg1k6m5pEx
Suicide Machine,Death,0GBNecHv0jWlfrPPBq57FT,death_metal,unknown,1991,260800,0.278,0.957,-5.839,0.153,9.56e-05,0.0896,0.312,0.264,138.413,https://open.spotify.com/track/0GBNecHv0jWlfrPPBq57FT
Flesh and the Power It Holds,Death,04fATlR5cbQKRUeLhYa17Z,"death_metal, progressive_metal",unknown,2001,481840,0.254,0.925,-6.134,0.167,0.000634,0.0233,0.965,0.305,98.669,https://open.spotify.com/track/04fATlR5cbQKRUeLhYa17Z
If You Want Peace... Prepare For War,Children of Bodom,07vTcEi9tV456xt2aKOH7b,"death_metal, heavy_metal, melodic_death_metal",Metal,2005,237640,0.393,0.982,-2.713,0.0763,1.7e-05,0.693,0.262,0.387,170.013,https://open.spotify.com/track/07vTcEi9tV456xt2aKOH7b
Dead God in Me,In Flames,0D7mBVr5wlZa7HSD2FvlU0,"death_metal, melodic_death_metal",Metal,1996,256213,0.265,0.973,-5.589,0.0898,9.71e-06,0.858,0.112,0.268,132.966,https://open.spotify.com/track/0D7mBVr5wlZa7HSD2FvlU0
Skeleton Dance,Arch Enemy,1QsZxTgkBedxl3044WHlaw,"death_metal, melodic_death_metal",unknown,2005,273960,0.326,0.934,-4.565,0.142,0.000207,0.0696,0.102,0.274,145.055,https://open.spotify.com/track/1QsZxTgkBedxl3044WHlaw
Get This,Slipknot,1VLJbDgzhCj8lA0og3xeYu,"metal, death_metal, thrash_metal, metalcore, nu_metal",RnB,1999,123400,0.35,0.992,-5.031,0.269,0.0176,0.0,0.747,0.111,116.024,https://open.spotify.com/track/1VLJbDgzhCj8lA0og3xeYu
Dead Seeds,Lamb of God,2JCcsexOG00uaU6rhPiXH7,"metal, death_metal, hardcore, thrash_metal, metalcore, melodic_death_metal",unknown,2009,221093,0.514,0.993,-2.528,0.135,0.000169,0.0101,0.297,0.252,114.097,https://open.spotify.com/track/2JCcsexOG00uaU6rhPiXH7
Love?,Strapping Young Lad,0BEgRvDJpUEiyGN36A8eyt,"metal, death_metal, thrash_metal, progressive_metal",unknown,2008,293346,0.224,0.975,-5.665,0.211,1.66e-06,0.0738,0.48,0.22,142.491,https://open.spotify.com/track/0BEgRvDJpUEiyGN36A8eyt
Black Tears,Heaven Shall Burn,4wJ0rKDhP7BpLhszuCKB6j,"death_metal, hardcore, metalcore, melodic_death_metal, cover",unknown,2007,186186,0.363,0.952,-3.288,0.0786,2.4e-06,0.52,0.0597,0.318,91.012,https://open.spotify.com/track/4wJ0rKDhP7BpLhszuCKB6j
Death and the Healing,Wintersun,1YPCO0BF9WvGU9pE0bMQru,"death_metal, progressive_metal, melodic_death_metal, power_metal",Metal,2014,432986,0.362,0.742,-6.99,0.0321,4.44e-06,0.809,0.37,0.351,134.883,https://open.spotify.com/track/1YPCO0BF9WvGU9pE0bMQru
Tie My Rope,Children of Bodom,0kGijJz7Zlppxe0Z0ptbER,"death_metal, melodic_death_metal",Metal,2008,254066,0.432,0.949,-2.528,0.159,1.54e-05,0.678,0.0554,0.236,131.939,https://open.spotify.com/track/0kGijJz7Zlppxe0Z0ptbER
Hands Of A Killer,Suicide Silence,0OUG5gsgmiBZ3gsFfNw8fN,"death_metal, hardcore, metalcore, grindcore",Metal,2007,254280,0.354,0.974,-3.994,0.103,2.77e-06,0.823,0.0937,0.312,108.972,https://open.spotify.com/track/0OUG5gsgmiBZ3gsFfNw8fN
Everything Went Black,The Black Dahlia Murder,0oDkknY6bI4dfE9nr7VKN1,"death_metal, metalcore, melodic_death_metal",unknown,2007,197040,0.481,0.994,-3.668,0.198,4.59e-05,0.00126,0.147,0.0661,106.956,https://open.spotify.com/track/0oDkknY6bI4dfE9nr7VKN1
Empty Inside,All That Remains,0bVHuYFYhfI2KVIXhZ6x7I,"death_metal, hardcore, metalcore, melodic_death_metal",unknown,2006,202546,0.339,0.976,-2.967,0.11,9.12e-06,0.0149,0.0937,0.318,102.177,https://open.spotify.com/track/0bVHuYFYhfI2KVIXhZ6x7I
Where Silent Gods Stand Guard,Amon Amarth,0ifn14nOF2N4UEpbQPdtl5,"death_metal, melodic_death_metal, swedish",Metal,2002,346573,0.484,0.948,-4.485,0.0995,2.89e-06,0.92,0.0609,0.287,126.089,https://open.spotify.com/track/0ifn14nOF2N4UEpbQPdtl5
I Cum Blood,Cannibal Corpse,2HV5Ac6snUmSt0uqzkNRVH,"death_metal, grindcore",unknown,1992,221960,0.338,0.988,-7.29,0.0865,8.35e-05,0.833,0.0377,0.449,99.046,https://open.spotify.com/track/2HV5Ac6snUmSt0uqzkNRVH
Into Battle,Ensiferum,1VDa4GOx3OV4Fua6X0DT7l,"death_metal, melodic_death_metal, power_metal",unknown,2004,352520,0.43,0.927,-5.985,0.0498,2.39e-05,0.822,0.104,0.247,104.929,https://open.spotify.com/track/1VDa4GOx3OV4Fua6X0DT7l
Superhero of the Computer Rage,In Flames,09XuuU7eIyx19wjeCLpuCU,"death_metal, melodic_death_metal",Metal,2004,240880,0.459,0.995,-3.484,0.0867,6.65e-06,0.921,0.219,0.227,104.784,https://open.spotify.com/track/09XuuU7eIyx19wjeCLpuCU
Battle Against Time,Wintersun,0Vm2I9GMHIyrj9jmNF9u68,"death_metal, melodic_death_metal, power_metal",Metal,2004,423320,0.4,0.871,-6.584,0.0657,2.25e-06,0.0537,0.178,0.226,111.464,https://open.spotify.com/track/0Vm2I9GMHIyrj9jmNF9u68
Together as One,Death,0GeFvvicGXzeX89t8DdG3W,"death_metal, progressive_metal",unknown,2001,251333,0.231,0.941,-6.467,0.214,2.73e-05,0.0237,0.995,0.186,153.117,https://open.spotify.com/track/0GeFvvicGXzeX89t8DdG3W
Dusted,Sepultura,3VOSbVUAwGu7z8NVtEq2Yi,"metal, death_metal, heavy_metal, thrash_metal, nu_metal",Rock,1996,243800,0.41,0.943,-6.198,0.173,0.000128,0.0179,0.411,0.353,108.275,https://open.spotify.com/track/3VOSbVUAwGu7z8NVtEq2Yi
End of the Line,Arch Enemy,1I3LJUaLbYCRUBGlwniTSC,"death_metal, melodic_death_metal",Rock,2003,215800,0.542,0.965,-5.343,0.126,4.18e-05,0.000473,0.141,0.35,122.031,https://open.spotify.com/track/1I3LJUaLbYCRUBGlwniTSC
Story to Tell,Death,1PrcH1pIHVSrr4eXsDOLfQ,"death_metal, progressive_metal",Rap,1998,394933,0.223,0.934,-3.338,0.169,0.000161,0.0138,0.274,0.382,76.317,https://open.spotify.com/track/1PrcH1pIHVSrr4eXsDOLfQ
Consfearacy,Slayer,1pn98a7lJh8Hy1rkFJwi24,"death_metal, thrash_metal",Metal,2006,186373,0.363,0.998,-1.125,0.12,7.59e-06,0.626,0.0599,0.0586,99.507,https://open.spotify.com/track/1pn98a7lJh8Hy1rkFJwi24
Eaten,Bloodbath,0Q5G2I8ApGWfgUyUlMiuuZ,death_metal,unknown,2008,260506,0.367,0.991,-4.611,0.107,0.000152,0.00108,0.927,0.104,75.668,https://open.spotify.com/track/0Q5G2I8ApGWfgUyUlMiuuZ
Advent,Opeth,3JIp0rJzCsQG20wArH20cC,"death_metal, progressive_metal, melodic_death_metal, swedish",unknown,1996,824880,0.32,0.882,-7.458,0.0723,0.0486,0.501,0.102,0.231,138.233,https://open.spotify.com/track/3JIp0rJzCsQG20wArH20cC
Zombie Ritual,Death,1TVKBMLYH6mWeAcXtshRR9,death_metal,unknown,2001,281866,0.266,0.987,-6.245,0.282,8.13e-05,0.0126,0.988,0.198,112.433,https://open.spotify.com/track/1TVKBMLYH6mWeAcXtshRR9
Nomad,Sepultura,14jugSEo2I5W85dPuZXma4,"metal, death_metal, heavy_metal, thrash_metal",unknown,1993,299133,0.356,0.955,-4.852,0.23,0.000231,0.00922,0.323,0.146,166.656,https://open.spotify.com/track/14jugSEo2I5W85dPuZXma4
Purified,Lamb of God,38nvB9wJ7qSex31YtGFDBX,"metal, death_metal, heavy_metal, thrash_metal, metalcore",unknown,2003,189066,0.45,0.958,-4.243,0.119,0.000212,0.00112,0.403,0.367,91.204,https://open.spotify.com/track/38nvB9wJ7qSex31YtGFDBX
Only Inhuman,Sonic Syndicate,31sfeJpUwU4s1EMmcZAXP2,"death_metal, metalcore, melodic_death_metal, swedish",Metal,2008,252682,0.371,0.954,-3.587,0.0934,0.000169,0.00788,0.0832,0.423,182.083,https://open.spotify.com/track/31sfeJpUwU4s1EMmcZAXP2
Sleeping Stars,Wintersun,55hLFxNkum3niRbo5DWLQH,"death_metal, melodic_death_metal, power_metal",Metal,2004,341626,0.101,0.794,-7.763,0.0464,5.49e-06,0.33,0.121,0.139,77.447,https://open.spotify.com/track/55hLFxNkum3niRbo5DWLQH
Future Breed Machine,Meshuggah,0GEHkbV17knn6Sx2Kjtvxh,"death_metal, thrash_metal, progressive_metal",unknown,2008,347626,0.283,0.974,-6.344,0.207,0.00131,0.0832,0.314,0.127,175.874,https://open.spotify.com/track/0GEHkbV17knn6Sx2Kjtvxh
This Is Exile,Whitechapel,2Demjz1FVqViH6DXiTLTDg,"death_metal, metalcore, grindcore",unknown,2008,220120,0.319,0.994,-4.826,0.207,0.00156,0.119,0.182,0.0385,123.217,https://open.spotify.com/track/2Demjz1FVqViH6DXiTLTDg
The Amen Corner,Opeth,1Oy5YC2EzHlAFBKjFYdgzx,"death_metal, progressive_metal, melodic_death_metal, swedish",Metal,2009,525400,0.21,0.889,-7.522,0.0588,1.86e-05,0.846,0.0803,0.186,95.751,https://open.spotify.com/track/1Oy5YC2EzHlAFBKjFYdgzx
Sacrifice Unto Sebek,Nile,5iV7MYBfzSIPLeP3nzNQYp,death_metal,unknown,2005,182946,0.114,0.959,-6.676,0.158,1.41e-05,0.883,0.097,0.0688,184.136,https://open.spotify.com/track/5iV7MYBfzSIPLeP3nzNQYp
Where Dragons Dwell,Gojira,0n5nj4xkBR3sqpOvkoq9KO,"death_metal, progressive_metal",Metal,2005,414106,0.338,0.935,-2.966,0.0639,8.7e-06,0.00393,0.102,0.101,89.044,https://open.spotify.com/track/0n5nj4xkBR3sqpOvkoq9KO
War Eternal,Arch Enemy,0EV08ZFYMYsc8hCwDuC97H,"death_metal, heavy_metal, metalcore, melodic_death_metal",Rock,2014,256053,0.445,0.98,-4.369,0.0731,2.45e-05,0.163,0.129,0.285,155.045,https://open.spotify.com/track/0EV08ZFYMYsc8hCwDuC97H
Silent Waters,Amorphis,1O2kth78nChwSEdhcXdALU,"metal, death_metal, progressive_metal, melodic_death_metal, doom_metal, gothic_metal",unknown,2007,290186,0.429,0.809,-4.588,0.0369,8.6e-06,0.487,0.119,0.387,113.044,https://open.spotify.com/track/1O2kth78nChwSEdhcXdALU
The Philosopher,Death,1tSOyjMlunoGZSdzNufJ8k,death_metal,Rock,1993,250600,0.326,0.764,-13.373,0.0538,0.000447,0.00513,0.056,0.363,132.29,https://open.spotify.com/track/1tSOyjMlunoGZSdzNufJ8k
This Spiteful Snake,Meshuggah,0rI1TyiRn4jvtHv7YQfRxX,"death_metal, thrash_metal, progressive_metal, swedish",Metal,2008,292386,0.495,0.989,-4.93,0.0531,7.08e-06,0.864,0.148,0.438,130.037,https://open.spotify.com/track/0rI1TyiRn4jvtHv7YQfRxX
This Is Now,Hatebreed,0qsCUtR8MJe5sDApb5pfgg,"death_metal, heavy_metal, hardcore, metalcore",unknown,2003,216800,0.253,0.965,-3.947,0.079,1.27e-05,0.0,0.0356,0.707,179.659,https://open.spotify.com/track/0qsCUtR8MJe5sDApb5pfgg
Across The Rainbow Bridge,Amon Amarth,2gFeX2kimrXgSLHNlJq7UL,"death_metal, melodic_death_metal",Metal,2009,289360,0.509,0.976,-4.746,0.0918,1.97e-06,0.785,0.0673,0.264,118.133,https://open.spotify.com/track/2gFeX2kimrXgSLHNlJq7UL
Weapon of Vanity,Soilwork,1mG7gT41pXgJGPGiOhpySo,"death_metal, metalcore, melodic_death_metal",Metal,2005,242600,0.469,0.988,-2.971,0.115,2.55e-06,0.0747,0.325,0.255,102.481,https://open.spotify.com/track/1mG7gT41pXgJGPGiOhpySo
-1,Mudvayne,0UNOVz9ZD4PdNgUjhZgMWy,"metal, death_metal, heavy_metal, metalcore, nu_metal",unknown,2000,238826,0.47,0.938,-5.824,0.16,0.000765,0.00353,0.0619,0.412,95.926,https://open.spotify.com/track/0UNOVz9ZD4PdNgUjhZgMWy
Unto Others,At the Gates,0vUY5aAVH26DUKlY0SVHU1,"death_metal, thrash_metal, melodic_death_metal",unknown,2010,240453,0.241,0.972,-7.064,0.157,5.55e-05,0.0434,0.572,0.132,78.478,https://open.spotify.com/track/0vUY5aAVH26DUKlY0SVHU1
War of the Gods,Amon Amarth,2bBUHwOa8alimc1TiXg1oY,"death_metal, melodic_death_metal",unknown,2011,273253,0.434,0.994,-5.108,0.0836,3.44e-05,0.0293,0.254,0.15,95.171,https://open.spotify.com/track/2bBUHwOa8alimc1TiXg1oY
Thousand Years Of Oppression,Amon Amarth,1fMk6lOYtCJ3jnhYJ0S4sF,"death_metal, melodic_death_metal",Metal,2002,341400,0.468,0.965,-5.401,0.0988,3.82e-06,0.953,0.062,0.172,127.948,https://open.spotify.com/track/1fMk6lOYtCJ3jnhYJ0S4sF
The Illusionist,Scar Symmetry,0lXEp455jDtZg0xmyRYgu8,"death_metal, melodic_death_metal",unknown,2006,271490,0.379,0.964,-3.668,0.0669,5.58e-05,0.00119,0.137,0.407,75.045,https://open.spotify.com/track/0lXEp455jDtZg0xmyRYgu8
Bloodshed,Amon Amarth,0GaVXKh3vKIXeBC2o01zTe,"death_metal, melodic_death_metal",Metal,2002,313680,0.432,0.974,-4.68,0.146,1.09e-06,0.906,0.0715,0.149,123.969,https://open.spotify.com/track/0GaVXKh3vKIXeBC2o01zTe
Lobodomy,Children of Bodom,0RzMBKQEZ9KVUxgiqRYbBB,"death_metal, thrash_metal, melodic_death_metal, power_metal",Metal,2008,263640,0.458,0.966,-2.327,0.0631,1.91e-05,0.298,0.125,0.225,96.049,https://open.spotify.com/track/0RzMBKQEZ9KVUxgiqRYbBB
Double Agent 616,Sonic Syndicate,0squsbw9N2mk3PXHeR34Vd,"death_metal, metalcore, melodic_death_metal, swedish",Metal,2007,235676,0.522,0.946,-3.302,0.105,8.76e-05,0.539,0.183,0.455,107.494,https://open.spotify.com/track/0squsbw9N2mk3PXHeR34Vd
I Will Live Again,Arch Enemy,0heMyWMlJEoEtY5zHZDfzD,"death_metal, melodic_death_metal",Metal,2007,212080,0.242,0.913,-3.763,0.121,0.000415,0.011,0.437,0.0838,121.975,https://open.spotify.com/track/0heMyWMlJEoEtY5zHZDfzD
Knee Deep,Job for a Cowboy,1wbLgmUD2Az7Y4Dpg3wqI1,"death_metal, grindcore",Metal,2007,270533,0.27,0.944,-4.969,0.201,6.51e-06,0.748,0.561,0.339,112.651,https://open.spotify.com/track/1wbLgmUD2Az7Y4Dpg3wqI1
Blue Eyed Fiend,Sonic Syndicate,02c2MTPnsTrzg2bOresS6r,"death_metal, heavy_metal, metalcore, melodic_death_metal",Metal,2007,236120,0.464,0.964,-4.314,0.0722,4.09e-05,0.796,0.0811,0.175,126.023,https://open.spotify.com/track/02c2MTPnsTrzg2bOresS6r
Smile Pretty for the Devil,Children of Bodom,1xhVORdxF30CmF4gqHBP5H,"death_metal, thrash_metal, melodic_death_metal",Metal,2008,234506,0.485,0.989,-2.201,0.081,0.000114,0.298,0.287,0.295,100.984,https://open.spotify.com/track/1xhVORdxF30CmF4gqHBP5H
Pleasure In Pain,Chimaira,29PWSnu8ioifJGMP51uQBf,"metal, death_metal, heavy_metal, hardcore, thrash_metal, metalcore",Metal,2007,184659,0.28,0.98,-3.89,0.245,0.000209,7.36e-05,0.171,0.0948,180.094,https://open.spotify.com/track/29PWSnu8ioifJGMP51uQBf
Carnal Forge,Carcass,0mzFpJQI0odx1wOmIuPhxe,"death_metal, melodic_death_metal, grindcore",Metal,1993,234933,0.198,0.997,-4.484,0.12,2.11e-06,0.351,0.264,0.152,97.78,https://open.spotify.com/track/0mzFpJQI0odx1wOmIuPhxe
Down The Slopes Of Death,Amon Amarth,0FhSNntwhPmuSnqghhkTVn,"death_metal, melodic_death_metal",Metal,2009,248520,0.454,0.975,-4.324,0.11,3.08e-06,0.704,0.0805,0.244,138.032,https://open.spotify.com/track/0FhSNntwhPmuSnqghhkTVn
Windrider,Ensiferum,2SDztIdBkHPaS3I9cVekJ6,"death_metal, melodic_death_metal",unknown,2008,340573,0.471,0.969,-4.086,0.145,1.03e-05,0.742,0.179,0.432,92.541,https://open.spotify.com/track/2SDztIdBkHPaS3I9cVekJ6
A Vulgar Picture,The Black Dahlia Murder,5ZcLp0VeWC3LDP97e2XCUO,"death_metal, metalcore, melodic_death_metal, grindcore",Metal,2005,211800,0.308,0.993,-5.392,0.126,2.84e-05,0.0405,0.237,0.219,115.046,https://open.spotify.com/track/5ZcLp0VeWC3LDP97e2XCUO
Banned from Heaven,Children of Bodom,0JYJXrkjQjvb3mvipeCEGd,"death_metal, melodic_death_metal, power_metal",Metal,2008,304640,0.405,0.946,-2.429,0.0506,0.000188,0.199,0.237,0.301,98.036,https://open.spotify.com/track/0JYJXrkjQjvb3mvipeCEGd
The Nail,Children of Bodom,0PPdlHh7fgFXEgrCsvi7UE,"death_metal, heavy_metal, melodic_death_metal",Metal,1998,377400,0.189,0.99,-3.873,0.276,1.61e-05,0.739,0.284,0.0637,152.467,https://open.spotify.com/track/0PPdlHh7fgFXEgrCsvi7UE
Wage Slaves,All Shall Perish,0f2RllPTuryDSi3dCatoXQ,"death_metal, hardcore, metalcore, grindcore",unknown,2006,222328,0.328,0.979,-2.136,0.16,0.00011,0.391,0.0748,0.0829,102.137,https://open.spotify.com/track/0f2RllPTuryDSi3dCatoXQ
Undone,All That Remains,1fWBsarNwJ267SboQHiKN7,"death_metal, metalcore, melodic_death_metal",Rock,2008,192400,0.353,0.975,-4.216,0.133,0.00109,1.67e-05,0.0761,0.149,195.982,https://open.spotify.com/track/1fWBsarNwJ267SboQHiKN7
Shock,Fear Factory,0VXxKBraXgMwI0SefmxHWt,"metal, death_metal, heavy_metal, industrial",Pop,1999,298000,0.443,0.94,-5.674,0.0995,0.000136,0.0501,0.149,0.395,179.902,https://open.spotify.com/track/0VXxKBraXgMwI0SefmxHWt
Bloodstained Ground,Eluveitie,2pE32KNz0KJx8nsJegLXed,"death_metal, melodic_death_metal",unknown,2008,200680,0.457,0.998,-3.23,0.186,5.13e-05,0.000323,0.405,0.0381,118.044,https://open.spotify.com/track/2pE32KNz0KJx8nsJegLXed
One Day You Will Cry,Children of Bodom,00CS57fbmT3RmBFdj9wjp9,"death_metal, heavy_metal, melodic_death_metal, emo",Metal,2008,245306,0.337,0.973,-2.842,0.0848,0.000127,0.145,0.094,0.117,178.021,https://open.spotify.com/track/00CS57fbmT3RmBFdj9wjp9
Light the Torch,Soilwork,0BsPLpjwZkUATVM6Sm2dSw,"death_metal, melodic_death_metal",Punk,2013,221440,0.374,0.958,-5.903,0.122,0.000378,0.000673,0.274,0.439,180.056,https://open.spotify.com/track/0BsPLpjwZkUATVM6Sm2dSw
Tilt,In Flames,0bKG4m5QRwtr5Gwcn4zs31,"death_metal, metalcore, melodic_death_metal",unknown,2008,226093,0.33,0.985,-4.44,0.0715,2.47e-05,1.01e-05,0.344,0.284,179.946,https://open.spotify.com/track/0bKG4m5QRwtr5Gwcn4zs31
Custer,Slipknot,2PV3xcnPI7QMayUpGB4Xkv,"metal, death_metal, heavy_metal, nu_metal",unknown,2014,254466,0.407,0.98,-1.58,0.107,0.00174,0.000112,0.119,0.537,131.066,https://open.spotify.com/track/2PV3xcnPI7QMayUpGB4Xkv
Arson,Amon Amarth,1X3wQIQ3RZpIY2lWAHynGW,"death_metal, melodic_death_metal",Rock,2004,408013,0.445,0.931,-3.356,0.0447,5.5e-06,0.766,0.126,0.233,133.744,https://open.spotify.com/track/1X3wQIQ3RZpIY2lWAHynGW
